video,ground_truth,pred_A,pred_B,pred_C,wrong_label,hit_A,hit_B,hit_C
v_Rowing_g16_c01.avi,Rowing,Rowing,Rowing,Rowing,FrisbeeCatch,1,1,1
v_BalanceBeam_g20_c01.avi,BalanceBeam,BalanceBeam,BalanceBeam,BoxingSpeedBag,BoxingSpeedBag,1,1,0
v_PlayingCello_g06_c04.avi,PlayingCello,PlayingCello,PlayingCello,PlayingCello,PlayingFlute,1,1,1
v_BasketballDunk_g23_c02.avi,BasketballDunk,BasketballDunk,BasketballDunk,BasketballDunk,SumoWrestling,1,1,1
v_Surfing_g12_c04.avi,Surfing,Surfing,Surfing,Surfing,BodyWeightSquats,1,1,1
v_Archery_g01_c02.avi,Archery,Archery,Archery,Archery,RockClimbingIndoor,1,1,1
v_CricketBowling_g12_c05.avi,CricketBowling,CricketShot,CricketBowling,CricketShot,FieldHockeyPenalty,0,1,0
v_SoccerPenalty_g11_c01.avi,SoccerPenalty,SoccerPenalty,SoccerPenalty,PlayingDaf,PlayingDaf,1,1,0
v_JavelinThrow_g13_c02.avi,JavelinThrow,JavelinThrow,JavelinThrow,JavelinThrow,TaiChi,1,1,1
v_CliffDiving_g18_c06.avi,CliffDiving,RockClimbingIndoor,CliffDiving,CliffDiving,Haircut,0,1,1
v_FrisbeeCatch_g14_c02.avi,FrisbeeCatch,FrisbeeCatch,FrisbeeCatch,FrisbeeCatch,WritingOnBoard,1,1,1
v_FloorGymnastics_g17_c05.avi,FloorGymnastics,FloorGymnastics,FloorGymnastics,FloorGymnastics,Kayaking,1,1,1
v_Nunchucks_g04_c05.avi,Nunchucks,GolfSwing,Nunchucks,GolfSwing,CliffDiving,0,1,0
v_Diving_g04_c05.avi,Diving,FrontCrawl,Diving,Shotput,Shotput,0,1,0
v_Kayaking_g04_c05.avi,Kayaking,Kayaking,Kayaking,Shotput,Shotput,1,1,0
v_Mixing_g09_c02.avi,Mixing,Mixing,Mixing,Mixing,VolleyballSpiking,1,1,1
v_PullUps_g15_c01.avi,PullUps,PullUps,PullUps,PullUps,ThrowDiscus,1,1,1
v_SoccerPenalty_g22_c03.avi,SoccerPenalty,SoccerPenalty,SoccerPenalty,SoccerPenalty,BodyWeightSquats,1,1,1
v_RockClimbingIndoor_g12_c04.avi,RockClimbingIndoor,RockClimbingIndoor,RockClimbingIndoor,PullUps,YoYo,1,1,0
v_RopeClimbing_g03_c02.avi,RopeClimbing,RopeClimbing,RopeClimbing,PoleVault,CleanAndJerk,1,1,0
v_BandMarching_g14_c06.avi,BandMarching,BandMarching,BandMarching,BandMarching,HorseRace,1,1,1
v_FrisbeeCatch_g15_c02.avi,FrisbeeCatch,FrisbeeCatch,FrisbeeCatch,FrisbeeCatch,BlowingCandles,1,1,1
v_Surfing_g16_c06.avi,Surfing,Surfing,Surfing,Surfing,RopeClimbing,1,1,1
v_Punch_g16_c07.avi,Punch,BoxingPunchingBag,Punch,BoxingPunchingBag,BabyCrawling,1,1,1
v_BenchPress_g19_c05.avi,BenchPress,BenchPress,BenchPress,BenchPress,HorseRace,1,1,1
v_HandstandWalking_g25_c04.avi,HandstandWalking,WalkingWithDog,HandstandWalking,RopeClimbing,RopeClimbing,0,1,0
v_BoxingPunchingBag_g25_c04.avi,BoxingPunchingBag,BoxingPunchingBag,BoxingPunchingBag,BoxingPunchingBag,Surfing,1,1,1
v_Skijet_g07_c01.avi,Skijet,Surfing,Skijet,Kayaking,Kayaking,0,1,0
v_Haircut_g04_c04.avi,Haircut,BlowDryHair,Haircut,BlowDryHair,Lunges,0,1,0
v_Hammering_g24_c04.avi,Hammering,Hammering,Hammering,HammerThrow,ThrowDiscus,1,1,0
v_CleanAndJerk_g22_c03.avi,CleanAndJerk,CleanAndJerk,CleanAndJerk,CleanAndJerk,Drumming,1,1,1
v_Lunges_g08_c03.avi,Lunges,JumpRope,Lunges,BenchPress,BenchPress,0,1,0
v_PommelHorse_g13_c01.avi,PommelHorse,PommelHorse,PommelHorse,PommelHorse,SalsaSpin,1,1,1
v_JumpRope_g21_c02.avi,JumpRope,Standing,JumpRope,TableTennisShot,TableTennisShot,0,1,0
v_WallPushups_g07_c04.avi,WallPushups,WallPushups,WallPushups,WallPushups,Skiing,1,1,1
v_PoleVault_g18_c01.avi,PoleVault,PoleVault,PoleVault,PoleVault,FrontCrawl,1,1,1
v_HorseRiding_g17_c03.avi,HorseRiding,HorseRiding,HorseRiding,HorseRiding,BlowingCandles,1,1,1
v_Archery_g16_c04.avi,Archery,Archery,Archery,Archery,TaiChi,1,1,1
v_CuttingInKitchen_g06_c03.avi,CuttingInKitchen,CuttingInKitchen,CuttingInKitchen,CuttingInKitchen,WritingOnBoard,1,1,1
v_PlayingDaf_g15_c01.avi,PlayingDaf,Drumming,PlayingDaf,HeadMassage,HeadMassage,0,1,0
v_JugglingBalls_g13_c01.avi,JugglingBalls,JugglingBalls,JugglingBalls,JugglingBalls,Swing,1,1,1
v_PlayingViolin_g14_c04.avi,PlayingViolin,PlayingViolin,PlayingViolin,PlayingViolin,ShavingBeard,1,1,1
v_BoxingPunchingBag_g14_c02.avi,BoxingPunchingBag,BoxingPunchingBag,BoxingPunchingBag,BoxingPunchingBag,Bowling,1,1,1
v_HandstandWalking_g06_c01.avi,HandstandWalking,HandstandWalking,HandstandWalking,HandstandPushups,RockClimbingIndoor,1,1,0
v_HighJump_g05_c01.avi,HighJump,LongJump,HighJump,LongJump,BandMarching,0,1,0
v_CuttingInKitchen_g19_c03.avi,CuttingInKitchen,CuttingInKitchen,CuttingInKitchen,CuttingInKitchen,JugglingBalls,1,1,1
v_WritingOnBoard_g24_c04.avi,WritingOnBoard,WritingOnBoard,WritingOnBoard,WritingOnBoard,PommelHorse,1,1,1
v_BodyWeightSquats_g24_c03.avi,BodyWeightSquats,BodyWeightSquats,BodyWeightSquats,BodyWeightSquats,Nunchucks,1,1,1
v_Swing_g20_c01.avi,Swing,WalkingWithDog,Swing,SoccerPenalty,SoccerPenalty,0,1,0
v_Hammering_g10_c05.avi,Hammering,Hammering,Hammering,Hammering,Kayaking,1,1,1
v_ApplyEyeMakeup_g19_c04.avi,ApplyEyeMakeup,ApplyEyeMakeup,ApplyEyeMakeup,ApplyEyeMakeup,BenchPress,1,1,1
v_BasketballDunk_g07_c03.avi,Basketball,BasketballDunk,Basketball,BasketballDunk,PlayingTabla,1,1,1
v_JumpingJack_g02_c02.avi,JumpingJack,Walking,JumpingJack,SoccerJuggling,SoccerJuggling,0,1,0
v_Knitting_g04_c01.avi,Knitting,Knitting,Knitting,Knitting,IceDancing,1,1,1
v_HandStandPushups_g11_c01.avi,HandstandPushups,HandstandPushups,HandstandPushups,HandstandPushups,ApplyLipstick,1,1,1
v_PlayingDhol_g04_c06.avi,PlayingDhol,Drumming,PlayingDhol,Drumming,Mixing,0,1,0
v_StillRings_g16_c01.avi,StillRings,ParallelBars,StillRings,ParallelBars,PlayingGuitar,0,1,0
v_IceDancing_g19_c07.avi,IceDancing,IceDancing,IceDancing,IceDancing,BlowingCandles,1,1,1
v_HulaHoop_g01_c02.avi,HulaHoop,HulaHoop,HulaHoop,HulaHoop,ParallelBars,1,1,1
v_ParallelBars_g25_c04.avi,ParallelBars,ParallelBars,ParallelBars,ParallelBars,JumpRope,1,1,1
v_Typing_g18_c04.avi,Typing,Typing,Typing,Typing,Skijet,1,1,1
v_BalanceBeam_g02_c01.avi,BalanceBeam,UnevenBars,BalanceBeam,ParallelBars,PlayingDaf,0,1,0
v_HorseRace_g02_c02.avi,HorseRace,HorseRace,HorseRace,HorseRace,TennisSwing,1,1,1
v_FieldHockeyPenalty_g24_c05.avi,FieldHockeyPenalty,SoccerPenalty,FieldHockeyPenalty,FieldHockeyPenalty,BrushingTeeth,0,1,1
v_Skiing_g13_c01.avi,Skiing,Skiing,Skiing,Skiing,Nunchucks,1,1,1
v_CricketShot_g07_c01.avi,CricketShot,CricketShot,CricketShot,CricketBowling,CricketBowling,1,1,0
v_Kayaking_g11_c02.avi,Kayaking,Kayaking,Kayaking,Kayaking,Typing,1,1,1
v_BandMarching_g22_c01.avi,BandMarching,BandMarching,BandMarching,BandMarching,PoleVault,1,1,1
v_TableTennisShot_g12_c02.avi,TableTennisShot,TableTennisShot,TableTennisShot,SoccerJuggling,SoccerJuggling,1,1,0
v_PlayingFlute_g08_c07.avi,PlayingFlute,PlayingFlute,PlayingFlute,PlayingFlute,HammerThrow,1,1,1
v_PlayingGuitar_g15_c04.avi,PlayingGuitar,PlayingGuitar,PlayingGuitar,PlayingGuitar,SkateBoarding,1,1,1
