video,ground_truth,pred_A,pred_B,pred_C,wrong_label,hit_A,hit_B,hit_C
1ZlVbj9ra88.mp4,cleaning pool,cleaning pool,cleaning pool,cleaning pool,changing oil,1,1,1
Ra68gMw-vH4.mp4,baking cookies,baking cookies,baking cookies,baking cookies,contact juggling,1,1,1
Vrzwy7F8O1I.mp4,playing controller,playing controller,playing controller,playing controller,giving or receiving award,1,1,1
uiEid6SosC8.mp4,playing trombone,playing guitar,playing trombone,playing ukulele,breading or breadcrumbing,0,1,0
ZrbdMwNCcqg.mp4,catching or throwing softball,catching or throwing baseball,catching or throwing softball,catching or throwing baseball,counting money,0,1,0
yyXONzUF9As.mp4,clapping,high-five,clapping,eating doughnuts,eating doughnuts,0,1,0
VqQoUokx0-0.mp4,high kick,jumping rope,high kick,playing didgeridoo,playing didgeridoo,0,1,0
yuEQj4g96FM.mp4,cleaning floor,cleaning floor,cleaning floor,cleaning floor,feeding goats,1,1,1
dWHllLOATdU.mp4,blasting sand,blasting sand,blasting sand,braiding hair,braiding hair,1,1,0
pHPFPmlp45I.mp4,dancing charleston,dancing ballet,dancing charleston,dancing ballet,arranging flowers,0,1,0
gFyntktO8p0.mp4,folding clothes,bending back,folding clothes,ice climbing,ice climbing,0,1,0
g0jLOTV5dkA.mp4,cooking on campfire,cooking on campfire,cooking on campfire,cooking on campfire,hopscotch,1,1,1
x_cFq7Pnk7Y.mp4,bending metal,applying cream,bending metal,cleaning pool,cleaning pool,0,1,0
idz_v1fRE9Y.mp4,capoeira,capoeira,capoeira,capoeira,playing guitar,1,1,1
RsMyK2FL3pI.mp4,extinguishing fire,extinguishing fire,extinguishing fire,extinguishing fire,bungee jumping,1,1,1
hJMqmBV2jIo.mp4,ice climbing,abseiling,ice climbing,crying,crying,0,1,0
tNeL0PERk4k.mp4,checking tires,checking tires,checking tires,golf driving,golf driving,1,1,0
Ft25CZzwYqI.mp4,playing trombone,playing trombone,playing trombone,playing trombone,applauding,1,1,1
UXDjjRiPr_g.mp4,eating doughnuts,answering questions,eating doughnuts,golf driving,golf driving,0,1,0
uglxWqRNDoY.mp4,exercising arm,push-up,exercising arm,bending back,driving tractor,0,1,0
Ol_Bh9ge8ik.mp4,cutting pineapple,cutting pineapple,cutting pineapple,cutting pineapple,blasting sand,1,1,1
4E75lDljah8.mp4,holding snake,holding snake,holding snake,holding snake,clapping,1,1,1
-ngDQ-NxXZQ.mp4,playing recorder,brushing teeth,playing recorder,brushing teeth,bookbinding,0,1,0
4HXkM2akSAw.mp4,cooking sausages,cooking sausages,cooking sausages,cooking sausages,exercising arm,1,1,1
RQW-uUkVp2o.mp4,crawling baby,baby waking up,crawling baby,bouncing on trampoline,bouncing on trampoline,0,1,0
Qv2McJK7ojQ.mp4,hugging,baby waking up,hugging,plastering,plastering,0,1,0
r_dQ0SOQ9z0.mp4,giving or receiving award,giving or receiving award,giving or receiving award,giving or receiving award,building shed,1,1,1
0z5IBF2JqJ4.mp4,driving car,driving car,driving car,fixing hair,fixing hair,1,1,0
hLrNk4PNUWY.mp4,crawling baby,crawling baby,crawling baby,playing harp,playing harp,1,1,0
lJVxBtiYlg4.mp4,grooming dog,grooming dog,grooming dog,grooming dog,counting money,1,1,1
_ztr_sNy4mI.mp4,carrying baby,baby waking up,carrying baby,folding clothes,folding clothes,0,1,0
ziQfE1eRQ0M.mp4,doing nails,applying cream,doing nails,applying cream,playing flute,0,1,0
hJ2TR5S2iYw.mp4,dunking basketball,answering questions,dunking basketball,contact juggling,contact juggling,0,1,0
njutzWO46OI.mp4,playing clarinet,playing saxophone,playing clarinet,playing saxophone,drumming fingers,0,1,0
OFodVRM-DHw.mp4,playing tennis,playing tennis,playing tennis,playing tennis,feeding birds,1,1,1
GB6c13FswuA.mp4,golf chipping,golf putting,golf chipping,golf putting,exercising with an exercise ball,0,1,0
w7VDI5GrPUE.mp4,country line dancing,country line dancing,country line dancing,country line dancing,cleaning pool,1,1,1
E2tDkF68daw.mp4,driving car,driving car,driving car,eating watermelon,eating watermelon,1,1,0
v0-yNPv9S8A.mp4,cutting watermelon,cutting watermelon,cutting watermelon,cutting watermelon,golf driving,1,1,1
D-A8T8FTGW4.mp4,driving tractor,driving tractor,driving tractor,brushing teeth,brushing teeth,1,1,0
gbIY81mOio0.mp4,crying,applying cream,crying,dribbling basketball,dribbling basketball,0,1,0
XZ9p8JYRUUA.mp4,flipping pancake,Playing guitar,flipping pancake,catching or throwing baseball,catching or throwing baseball,0,1,0
M6y00QezNvA.mp4,cracking neck,applying cream,cracking neck,hockey stop,hockey stop,0,1,0
2y5oRF_eaYU.mp4,bowling,bowling,bowling,folding clothes,folding clothes,1,1,0
SGDfM01XXMU.mp4,petting cat,petting cat,petting cat,playing poker,playing poker,1,1,0
RQkdt3dFKeI.mp4,playing bagpipes,playing bagpipes,playing bagpipes,playing bagpipes,breakdancing,1,1,1
ZRWt4dry9to.mp4,playing cello,playing flute,playing cello,playing flute,bee keeping,0,1,0
r-GrFku75mc.mp4,playing tennis,playing tennis,playing tennis,cooking chicken,cooking chicken,1,1,0
-bdoDGMmaAw.mp4,playing saxophone,playing saxophone,playing saxophone,playing trumpet,playing trumpet,1,1,0
ww-W6m1wz0Y.mp4,catching or throwing softball,playing baseball,catching or throwing softball,catching or throwing baseball,dunking basketball,0,1,0
c5LSqCQQlS0.mp4,gargling,answering questions,gargling,dancing macarena,dancing macarena,0,1,0
UFYBmdTy3h4.mp4,folding paper,cutting paper,folding paper,flipping pancake,flipping pancake,0,1,0
FHOszybReO8.mp4,abseiling,abseiling,abseiling,contact juggling,contact juggling,1,1,0
vErKbL3mpa4.mp4,petting cat,petting cat,petting cat,petting cat,abseiling,1,1,1
FreqqAT1YmU.mp4,baking cookies,baking cookies,baking cookies,baking cookies,cooking sausages,1,1,1
u_sa3ga6nfc.mp4,cleaning windows,parking,cleaning windows,playing keyboard,playing keyboard,0,1,0
PWzXLzknWW8.mp4,catching or throwing baseball,throwing baseball,catching or throwing baseball,catching or throwing baseball,crawling baby,1,1,1
UIqRAYT55t8.mp4,gymnastics tumbling,gymnastics tumbling,gymnastics tumbling,high jump,high jump,1,1,0
_UYocDqQ644.mp4,drawing,drawing,drawing,headbanging,headbanging,1,1,0
_JWNFGmIgH4.mp4,playing clarinet,playing clarinet,playing clarinet,playing clarinet,playing badminton,1,1,1
g037zAMRU6w.mp4,flying kite,running,flying kite,feeding goats,feeding goats,0,1,0
OLwbY9NL49Q.mp4,holding snake,holding snake,holding snake,holding snake,building cabinet,1,1,1
q_CL8BxqzUQ.mp4,eating carrots,eating carrots,eating carrots,eating ice cream,eating ice cream,1,1,0
OF5ByDnei8U.mp4,curling hair,curling hair,curling hair,curling hair,getting a haircut,1,1,1
DXoBNCn0P-U.mp4,deadlifting,deadlifting,deadlifting,deadlifting,feeding fish,1,1,1
em2Uv3zvVEk.mp4,eating carrots,eating,eating carrots,eating chips,deadlifting,1,1,0
fWnJQX_C130.mp4,high kick,cheerleading,high kick,dancing charleston,dancing charleston,0,1,0
UwUA_hAuQ5g.mp4,playing flute,playing flute,playing flute,playing flute,golf chipping,1,1,1
45th535mj0Q.mp4,playing drums,playing drums,playing drums,playing drums,playing tennis,1,1,1
7Ro0-QCHYPs.mp4,climbing ladder,climbing ladder,climbing ladder,climbing ladder,giving or receiving award,1,1,1
19ObS7m2Xcg.mp4,hammer throw,hammer throw,hammer throw,hammer throw,doing laundry,1,1,1
PTczHzqWSnE.mp4,playing ice hockey,playing ice hockey,playing ice hockey,playing ice hockey,eating spaghetti,1,1,1
HkSUcLPcufI.mp4,climbing a rope,abseiling,climbing a rope,cutting watermelon,cutting watermelon,0,1,0
Wj5i_jvc7Q4.mp4,bookbinding,writing,bookbinding,answering questions,catching or throwing frisbee,0,1,0
kr_sikOpip4.mp4,arranging flowers,arranging flowers,arranging flowers,arranging flowers,playing didgeridoo,1,1,1
fMSC9RMd8Ng.mp4,dancing ballet,dancing ballet,dancing ballet,cleaning gutters,cleaning gutters,1,1,0
slt_hsULGSs.mp4,gargling,None,gargling,gymnastics tumbling,gymnastics tumbling,0,1,0
hiSpoL6vZmI.mp4,playing poker,playing cards,playing poker,playing cards,drawing,0,1,0
h7X3_JsfXAg.mp4,flying kite,flying kite,flying kite,clean and jerk,clean and jerk,1,1,0
Jg6iNpFXk6U.mp4,picking fruit,picking fruit,picking fruit,playing ukulele,playing ukulele,1,1,0
8_qLcgeTcEM.mp4,playing cymbals,playing cymbals,playing cymbals,drumming fingers,drop kicking,1,1,0
tl78LewAxn0.mp4,playing cello,playing cello,playing cello,playing cello,baking cookies,1,1,1
rtCfnZfn_Bw.mp4,bee keeping,bee keeping,bee keeping,bee keeping,cutting pineapple,1,1,1
7ghuy9qjdJY.mp4,cooking egg,cooking egg,cooking egg,cooking egg,playing piano,1,1,1
JA6kl4RlA0I.mp4,dancing ballet,bending metal,dancing ballet,faceplanting,faceplanting,0,1,0
Um9lGc-UADk.mp4,drinking shots,drinking shots,drinking shots,drinking shots,playing flute,1,1,1
apz9RlQ2wQ0.mp4,catching or throwing frisbee,throwing frisbee,catching or throwing frisbee,drawing,drawing,1,1,0
UoRRXxeSGOA.mp4,playing badminton,playing badminton,playing badminton,playing badminton,drawing,1,1,1
4kEZtRh79L8.mp4,playing keyboard,playing piano,playing keyboard,playing keyboard,playing bagpipes,0,1,1
ntJP-ZVT0dA.mp4,clapping,applauding,clapping,playing accordion,playing accordion,0,1,0
kVAScTNRnwA.mp4,clay pottery making,clay pottery making,clay pottery making,clay pottery making,building cabinet,1,1,1
cJI_ePTN8Wg.mp4,crossing river,crossing river,crossing river,finger snapping,finger snapping,1,1,0
SIepoRvCzuQ.mp4,decorating the christmas tree,decorating the christmas tree,decorating the christmas tree,decorating the christmas tree,auctioning,1,1,1
HMqXbs4WZEU.mp4,eating watermelon,eating watermelon,eating watermelon,braiding hair,braiding hair,1,1,0
XzayrTyl8Fw.mp4,celebrating,giving or receiving award,celebrating,flipping pancake,flipping pancake,0,1,0
FUrLg7FETWo.mp4,chopping wood,chopping wood,chopping wood,chopping wood,high kick,1,1,1
GKcaBZdPJUg.mp4,exercising with an exercise ball,exercising with an exercise ball,exercising with an exercise ball,exercising with an exercise ball,dancing ballet,1,1,1
Q0aPAgJE6IQ.mp4,auctioning,auctioning,auctioning,blowing nose,blowing nose,1,1,0
qbh3RW1P5MA.mp4,doing nails,applying cream,doing nails,applying cream,eating doughnuts,0,1,0
6QW8x0DCiK4.mp4,blowing out candles,cooking chicken,blowing out candles,blowing leaves,blowing leaves,0,1,0
Tf-uqQgehso.mp4,playing didgeridoo,playing didgeridoo,playing didgeridoo,playing didgeridoo,front raises,1,1,1
Cwmi7PFIzqA.mp4,bungee jumping,bungee jumping,bungee jumping,bungee jumping,eating watermelon,1,1,1
QlMKcuxijOM.mp4,climbing tree,climbing tree,climbing tree,applauding,applauding,1,1,0
FxO_qIOe1FY.mp4,playing poker,playing cards,playing poker,playing cards,playing harp,0,1,0
k0IZbBzIqCM.mp4,playing bass guitar,playing bass guitar,playing bass guitar,playing bass guitar,brushing hair,1,1,1
V9ZM7ug7t9Q.mp4,drop kicking,running,drop kicking,driving tractor,driving tractor,0,1,0
zJtzzrrGnKQ.mp4,dancing charleston,dancing macarena,dancing charleston,playing badminton,playing badminton,0,1,0
8xqovRhLaJQ.mp4,cartwheeling,cheerleading,cartwheeling,building shed,building shed,0,1,0
VOJxu3gsGgg.mp4,arm wrestling,arm wrestling,arm wrestling,arm wrestling,bending back,1,1,1
l0nRnj_W5BA.mp4,drop kicking,lying down,drop kicking,extinguishing fire,extinguishing fire,0,1,0
FttUy7ljzqE.mp4,cartwheeling,biking,cartwheeling,climbing tree,climbing tree,0,1,0
UybMMj7Hfxg.mp4,busking,protesting,busking,dancing macarena,dancing macarena,0,1,0
AV4t72IYADk.mp4,cleaning floor,cleaning floor,cleaning floor,cleaning floor,hurdling,1,1,1
MAVHnrPvhzc.mp4,building shed,building shed,building shed,building shed,playing cymbals,1,1,1
F2eVArNgJf0.mp4,hugging,hugging,hugging,hugging,drinking beer,1,1,1
dl11g1PxQjk.mp4,driving tractor,mowing,driving tractor,playing accordion,playing accordion,0,1,0
eOAO_ovLHaM.mp4,golf putting,golf putting,golf putting,golf putting,bending back,1,1,1
fdl5gMBUWi8.mp4,digging,archaeology,digging,digging,dancing ballet,0,1,1
wHAoJwcyKLI.mp4,blowing nose,applying cream,blowing nose,playing cello,playing cello,0,1,0
DkPXtEoQ2qI.mp4,playing basketball,playing basketball,playing basketball,playing basketball,garbage collecting,1,1,1
gHH8Exqd9a4.mp4,cleaning shoes,cleaning shoes,cleaning shoes,drawing,drawing,1,1,0
5z0JbaxYSdo.mp4,playing chess,playing chess,playing chess,cutting nails,cutting nails,1,1,0
3BNVgA_GLfo.mp4,changing wheel,assembling computer,changing wheel,biking through snow,hurling (sport),0,1,0
8vAaCZPzUYE.mp4,dining,dining,dining,playing harp,playing harp,1,1,0
biyy3pZX1ls.mp4,baby waking up,baby waking up,baby waking up,playing squash or racquetball,playing squash or racquetball,1,1,0
uQignU-8eVk.mp4,diving cliff,surfing,diving cliff,feeding goats,feeding goats,0,1,0
hyFPDm12Qww.mp4,crossing river,crossing river,crossing river,crossing river,getting a tattoo,1,1,1
i6ljbAyJXvk.mp4,baby waking up,baby waking up,baby waking up,baby waking up,auctioning,1,1,1
oVeRi6_ZaSc.mp4,braiding hair,braiding hair,braiding hair,braiding hair,hula hooping,1,1,1
IUbzrR5L9bE.mp4,eating cake,eating cake,eating cake,bee keeping,bee keeping,1,1,0
WA-ozhnu0-s.mp4,brushing teeth,brushing teeth,brushing teeth,brushing teeth,cleaning gutters,1,1,1
ENLHVq_lePs.mp4,golf chipping,golf driving,golf chipping,golf chipping,ice climbing,0,1,1
8HFWF0f3Rd4.mp4,headbanging,dancing,headbanging,playing controller,playing controller,0,1,0
PKoekpgzbeE.mp4,dodgeball,playing basketball,dodgeball,playing basketball,cooking sausages,0,1,0
6ewaKnvGYxo.mp4,auctioning,auctioning,auctioning,clean and jerk,clean and jerk,1,1,0
rqiaWhRrnGk.mp4,getting a tattoo,getting a tattoo,getting a tattoo,getting a tattoo,playing poker,1,1,1
